id,query,intent_json,input_prompt,target_json
95,movies like tiger zinda hai,"{""similar_to"": ""Tiger Zinda Hai""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: movies like tiger zinda hai
JSON:","{""similar_to"": ""Tiger Zinda Hai""}"
3757,gujarati biopic,"{""genre"": ""Biopic"", ""language"": ""Gujarati""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: gujarati biopic
JSON:","{""genre"": ""Biopic"", ""language"": ""Gujarati""}"
2892,karan johar movies,"{""director"": ""Karan Johar""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: karan johar movies
JSON:","{""director"": ""Karan Johar""}"
2372,top rated Bhojpuri dark comedy,"{""genre"": ""Dark comedy"", ""language"": ""Bhojpuri"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: top rated Bhojpuri dark comedy
JSON:","{""genre"": ""Dark comedy"", ""language"": ""Bhojpuri"", ""rating_type"": ""top rated""}"
4150,greek god film kota factory,"{""actor"": ""Hrithik Roshan"", ""title"": ""Kota Factory""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: greek god film kota factory
JSON:","{""actor"": ""Hrithik Roshan"", ""title"": ""Kota Factory""}"
4433,777 charlie ke jaise aur koi hai kya,"{""similar_to"": ""777 Charlie""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: 777 charlie ke jaise aur koi hai kya
JSON:","{""similar_to"": ""777 Charlie""}"
3229,best mollywood family,"{""genre"": ""Family"", ""language"": ""Malayalam"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: best mollywood family
JSON:","{""genre"": ""Family"", ""language"": ""Malayalam"", ""rating_type"": ""top rated""}"
2854,varisu with vidya,"{""actor"": ""Vidya Balan"", ""title"": ""Varisu""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: varisu with vidya
JSON:","{""actor"": ""Vidya Balan"", ""title"": ""Varisu""}"
2913,beast ka rating kya hai,"{""query_type"": ""rating/review"", ""title"": ""Beast""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: beast ka rating kya hai
JSON:","{""query_type"": ""rating/review"", ""title"": ""Beast""}"
1866,thriller wala movie,"{""mood"": ""thriller wala""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: thriller wala movie
JSON:","{""mood"": ""thriller wala""}"
1858,is brahmastra on MX Player,"{""platform"": ""MX Player"", ""title"": ""Brahmastra""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: is brahmastra on MX Player
JSON:","{""platform"": ""MX Player"", ""title"": ""Brahmastra""}"
2646,drama OTT show,"{""content_type"": ""Web Series"", ""genre"": ""Drama""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: drama OTT show
JSON:","{""content_type"": ""Web Series"", ""genre"": ""Drama""}"
2244,kushi OTT release,"{""query_type"": ""availability"", ""title"": ""Kushi""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: kushi OTT release
JSON:","{""query_type"": ""availability"", ""title"": ""Kushi""}"
2337,top rated Marathi comedy,"{""genre"": ""Comedy"", ""language"": ""Marathi"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: top rated Marathi comedy
JSON:","{""genre"": ""Comedy"", ""language"": ""Marathi"", ""rating_type"": ""top rated""}"
951,happy wali movie,"{""mood"": ""happy""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: happy wali movie
JSON:","{""mood"": ""happy""}"
3069,new tamil mein mystery,"{""genre"": ""Mystery"", ""language"": ""Tamil"", ""recency"": ""latest""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: new tamil mein mystery
JSON:","{""genre"": ""Mystery"", ""language"": ""Tamil"", ""recency"": ""latest""}"
1121,tamil mein suspenseful movie,"{""language"": ""Tamil"", ""mood"": ""suspenseful""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: tamil mein suspenseful movie
JSON:","{""language"": ""Tamil"", ""mood"": ""suspenseful""}"
2598,is the family man good,"{""rating_type"": ""top rated"", ""title"": ""The Family Man""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: is the family man good
JSON:","{""rating_type"": ""top rated"", ""title"": ""The Family Man""}"
2205,Disney+ Hotstar bangla,"{""language"": ""Bengali"", ""platform"": ""Disney+ Hotstar""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: Disney+ Hotstar bangla
JSON:","{""language"": ""Bengali"", ""platform"": ""Disney+ Hotstar""}"
420,bangla drama film,"{""genre"": ""Drama"", ""language"": ""Bengali""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: bangla drama film
JSON:","{""genre"": ""Drama"", ""language"": ""Bengali""}"
923,best movies of 2020,"{""rating_type"": ""top rated"", ""year"": 2020}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: best movies of 2020
JSON:","{""rating_type"": ""top rated"", ""year"": 2020}"
1255,bhool bhulaiyaa jaisi movie,"{""similar_to"": ""Bhool Bhulaiyaa""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: bhool bhulaiyaa jaisi movie
JSON:","{""similar_to"": ""Bhool Bhulaiyaa""}"
478,top movies 2024,"{""rating_type"": ""top rated"", ""year"": 2024}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: top movies 2024
JSON:","{""rating_type"": ""top rated"", ""year"": 2024}"
2036,ayushmann new movie 777 charlie,"{""actor"": ""Ayushmann Khurrana"", ""recency"": ""latest"", ""title"": ""777 Charlie""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: ayushmann new movie 777 charlie
JSON:","{""actor"": ""Ayushmann Khurrana"", ""recency"": ""latest"", ""title"": ""777 Charlie""}"
1203,katrina new movie war,"{""actor"": ""Katrina Kaif"", ""recency"": ""latest"", ""title"": ""War""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: katrina new movie war
JSON:","{""actor"": ""Katrina Kaif"", ""recency"": ""latest"", ""title"": ""War""}"
2627,watch kgf chapter 2,"{""title"": ""KGF Chapter 2""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: watch kgf chapter 2
JSON:","{""title"": ""KGF Chapter 2""}"
4819,watch article 15,"{""title"": ""Article 15""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: watch article 15
JSON:","{""title"": ""Article 15""}"
1971,what are good horror films on Amazon Prime,"{""genre"": ""Horror"", ""platform"": ""Amazon Prime"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: what are good horror films on Amazon Prime
JSON:","{""genre"": ""Horror"", ""platform"": ""Amazon Prime"", ""rating_type"": ""top rated""}"
3111,fukrey 3 with pc,"{""actor"": ""Priyanka Chopra"", ""title"": ""Fukrey 3""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: fukrey 3 with pc
JSON:","{""actor"": ""Priyanka Chopra"", ""title"": ""Fukrey 3""}"
4019,ponniyin selvan available hai kya OTT pe,"{""query_type"": ""availability"", ""title"": ""Ponniyin Selvan""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: ponniyin selvan available hai kya OTT pe
JSON:","{""query_type"": ""availability"", ""title"": ""Ponniyin Selvan""}"
2152,best mallu film OTT show,"{""content_type"": ""Web Series"", ""language"": ""Malayalam"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: best mallu film OTT show
JSON:","{""content_type"": ""Web Series"", ""language"": ""Malayalam"", ""rating_type"": ""top rated""}"
3688,intense punjabi film,"{""language"": ""Punjabi"", ""mood"": ""intense""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: intense punjabi film
JSON:","{""language"": ""Punjabi"", ""mood"": ""intense""}"
1998,Jio Cinema horror movies,"{""genre"": ""Horror"", ""platform"": ""Jio Cinema""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: Jio Cinema horror movies
JSON:","{""genre"": ""Horror"", ""platform"": ""Jio Cinema""}"
4034,vikram,"{""title"": ""Vikram""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: vikram
JSON:","{""title"": ""Vikram""}"
3055,ayushmann wali ludo,"{""actor"": ""Ayushmann Khurrana"", ""title"": ""Ludo""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: ayushmann wali ludo
JSON:","{""actor"": ""Ayushmann Khurrana"", ""title"": ""Ludo""}"
1249,uri jaisi movie,"{""similar_to"": ""Uri""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: uri jaisi movie
JSON:","{""similar_to"": ""Uri""}"
2193,thalaivar wali movie,"{""actor"": ""Rajinikanth""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: thalaivar wali movie
JSON:","{""actor"": ""Rajinikanth""}"
2713,is jawan on Netflix,"{""platform"": ""Netflix"", ""title"": ""Jawan""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: is jawan on Netflix
JSON:","{""platform"": ""Netflix"", ""title"": ""Jawan""}"
993,ranveer movies,"{""actor"": ""Ranveer Singh""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: ranveer movies
JSON:","{""actor"": ""Ranveer Singh""}"
2191,what are good dark comedy films on SonyLIV,"{""genre"": ""Dark comedy"", ""platform"": ""SonyLIV"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: what are good dark comedy films on SonyLIV
JSON:","{""genre"": ""Dark comedy"", ""platform"": ""SonyLIV"", ""rating_type"": ""top rated""}"
3763,bunny family movie,"{""actor"": ""Allu Arjun"", ""genre"": ""Family""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: bunny family movie
JSON:","{""actor"": ""Allu Arjun"", ""genre"": ""Family""}"
3598,freddy ka rating kya hai,"{""query_type"": ""rating/review"", ""title"": ""Freddy""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: freddy ka rating kya hai
JSON:","{""query_type"": ""rating/review"", ""title"": ""Freddy""}"
1319,2025 mein kaunsi achi movies aayi,"{""rating_type"": ""top rated"", ""year"": 2025}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: 2025 mein kaunsi achi movies aayi
JSON:","{""rating_type"": ""top rated"", ""year"": 2025}"
1864,is tiger zinda hai available on Jio Cinema,"{""platform"": ""Jio Cinema"", ""query_type"": ""availability"", ""title"": ""Tiger Zinda Hai""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: is tiger zinda hai available on Jio Cinema
JSON:","{""platform"": ""Jio Cinema"", ""query_type"": ""availability"", ""title"": ""Tiger Zinda Hai""}"
2344,bhojpuri supernatural web series,"{""content_type"": ""Web Series"", ""genre"": ""Supernatural"", ""language"": ""Bhojpuri""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: bhojpuri supernatural web series
JSON:","{""content_type"": ""Web Series"", ""genre"": ""Supernatural"", ""language"": ""Bhojpuri""}"
2450,alia superhit movies,"{""actor"": ""Alia Bhatt"", ""rating_type"": ""hit""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: alia superhit movies
JSON:","{""actor"": ""Alia Bhatt"", ""rating_type"": ""hit""}"
2137,best sports movies of 2025,"{""genre"": ""Sports"", ""rating_type"": ""top rated"", ""year"": 2025}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: best sports movies of 2025
JSON:","{""genre"": ""Sports"", ""rating_type"": ""top rated"", ""year"": 2025}"
1066,top telugu comedy movies,"{""genre"": ""Comedy"", ""language"": ""Telugu"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: top telugu comedy movies
JSON:","{""genre"": ""Comedy"", ""language"": ""Telugu"", ""rating_type"": ""top rated""}"
4961,is kota factory available on Disney+ Hotstar,"{""platform"": ""Disney+ Hotstar"", ""query_type"": ""availability"", ""title"": ""Kota Factory""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: is kota factory available on Disney+ Hotstar
JSON:","{""platform"": ""Disney+ Hotstar"", ""query_type"": ""availability"", ""title"": ""Kota Factory""}"
2622,top rated Telugu sports,"{""genre"": ""Sports"", ""language"": ""Telugu"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: top rated Telugu sports
JSON:","{""genre"": ""Sports"", ""language"": ""Telugu"", ""rating_type"": ""top rated""}"
78,Disney+ Hotstar OTT show,"{""content_type"": ""Web Series"", ""platform"": ""Disney+ Hotstar""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: Disney+ Hotstar OTT show
JSON:","{""content_type"": ""Web Series"", ""platform"": ""Disney+ Hotstar""}"
2899,omg 2 kahan dekhein,"{""query_type"": ""availability"", ""title"": ""OMG 2""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: omg 2 kahan dekhein
JSON:","{""query_type"": ""availability"", ""title"": ""OMG 2""}"
1315,family dark comedy movies 2020,"{""audience"": ""family"", ""genre"": ""Dark comedy"", ""year"": 2020}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: family dark comedy movies 2020
JSON:","{""audience"": ""family"", ""genre"": ""Dark comedy"", ""year"": 2020}"
4373,malayalam funny movie,"{""language"": ""Malayalam"", ""mood"": ""funny""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: malayalam funny movie
JSON:","{""language"": ""Malayalam"", ""mood"": ""funny""}"
873,koi feel good movie suggest karo,"{""mood"": ""feel good"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: koi feel good movie suggest karo
JSON:","{""mood"": ""feel good"", ""rating_type"": ""top rated""}"
3851,uri film,"{""title"": ""Uri""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: uri film
JSON:","{""title"": ""Uri""}"
4788,historical movies of amitabh,"{""actor"": ""Amitabh Bachchan"", ""genre"": ""Historical""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: historical movies of amitabh
JSON:","{""actor"": ""Amitabh Bachchan"", ""genre"": ""Historical""}"
2966,hindi drama 2023,"{""genre"": ""Drama"", ""language"": ""Hindi"", ""year"": 2023}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: hindi drama 2023
JSON:","{""genre"": ""Drama"", ""language"": ""Hindi"", ""year"": 2023}"
3392,is rrr good,"{""rating_type"": ""top rated"", ""title"": ""RRR""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: is rrr good
JSON:","{""rating_type"": ""top rated"", ""title"": ""RRR""}"
2561,if you liked mani ratnam film,"{""similar_to"": ""Mani Ratnam film""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: if you liked mani ratnam film
JSON:","{""similar_to"": ""Mani Ratnam film""}"
4897,b'wood dark comedy,"{""genre"": ""Dark comedy"", ""language"": ""Hindi""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: b'wood dark comedy
JSON:","{""genre"": ""Dark comedy"", ""language"": ""Hindi""}"
2636,greek god ki best movie,"{""actor"": ""Hrithik Roshan"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: greek god ki best movie
JSON:","{""actor"": ""Hrithik Roshan"", ""rating_type"": ""top rated""}"
3531,best bhojpuri biopic,"{""genre"": ""Biopic"", ""language"": ""Bhojpuri"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: best bhojpuri biopic
JSON:","{""genre"": ""Biopic"", ""language"": ""Bhojpuri"", ""rating_type"": ""top rated""}"
376,movies starring dulquer,"{""actor"": ""Dulquer Salmaan""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: movies starring dulquer
JSON:","{""actor"": ""Dulquer Salmaan""}"
1909,phone bhoot rating,"{""query_type"": ""rating/review"", ""title"": ""Phone Bhoot""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: phone bhoot rating
JSON:","{""query_type"": ""rating/review"", ""title"": ""Phone Bhoot""}"
4333,bramayugam full movie,"{""title"": ""Bramayugam""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: bramayugam full movie
JSON:","{""title"": ""Bramayugam""}"
4380,is ludo available on Jio Cinema,"{""platform"": ""Jio Cinema"", ""query_type"": ""availability"", ""title"": ""Ludo""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: is ludo available on Jio Cinema
JSON:","{""platform"": ""Jio Cinema"", ""query_type"": ""availability"", ""title"": ""Ludo""}"
4028,hi nanna good hai ya nahi,"{""rating_type"": ""top rated"", ""title"": ""Hi Nanna""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: hi nanna good hai ya nahi
JSON:","{""rating_type"": ""top rated"", ""title"": ""Hi Nanna""}"
1605,vidya balan gehraiyaan movie,"{""actor"": ""Vidya Balan"", ""title"": ""Gehraiyaan""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: vidya balan gehraiyaan movie
JSON:","{""actor"": ""Vidya Balan"", ""title"": ""Gehraiyaan""}"
1119,how is bhool bhulaiyaa,"{""query_type"": ""rating/review"", ""title"": ""Bhool Bhulaiyaa""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: how is bhool bhulaiyaa
JSON:","{""query_type"": ""rating/review"", ""title"": ""Bhool Bhulaiyaa""}"
3678,king khan ke saare movies,"{""actor"": ""Shah Rukh Khan""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: king khan ke saare movies
JSON:","{""actor"": ""Shah Rukh Khan""}"
3491,best movies of 2022,"{""rating_type"": ""top rated"", ""year"": 2022}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: best movies of 2022
JSON:","{""rating_type"": ""top rated"", ""year"": 2022}"
4865,new telugu lo sports,"{""genre"": ""Sports"", ""language"": ""Telugu"", ""recency"": ""latest""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: new telugu lo sports
JSON:","{""genre"": ""Sports"", ""language"": ""Telugu"", ""recency"": ""latest""}"
2959,bengali thriller web series,"{""content_type"": ""Web Series"", ""genre"": ""Thriller"", ""language"": ""Bengali""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: bengali thriller web series
JSON:","{""content_type"": ""Web Series"", ""genre"": ""Thriller"", ""language"": ""Bengali""}"
1995,vikram vedha rating,"{""query_type"": ""rating/review"", ""title"": ""Vikram Vedha""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: vikram vedha rating
JSON:","{""query_type"": ""rating/review"", ""title"": ""Vikram Vedha""}"
4956,gujarati show,"{""content_type"": ""Web Series"", ""language"": ""Gujarati""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: gujarati show
JSON:","{""content_type"": ""Web Series"", ""language"": ""Gujarati""}"
4356,dark comedy web series,"{""content_type"": ""Web Series"", ""genre"": ""Dark comedy""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: dark comedy web series
JSON:","{""content_type"": ""Web Series"", ""genre"": ""Dark comedy""}"
2377,funny wali movie,"{""mood"": ""funny""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: funny wali movie
JSON:","{""mood"": ""funny""}"
1343,farhan akhtar movies,"{""director"": ""Farhan Akhtar""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: farhan akhtar movies
JSON:","{""director"": ""Farhan Akhtar""}"
321,pushpa review,"{""query_type"": ""rating/review"", ""title"": ""Pushpa""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: pushpa review
JSON:","{""query_type"": ""rating/review"", ""title"": ""Pushpa""}"
1620,movies like dilwale dulhania le jayenge,"{""similar_to"": ""Dilwale Dulhania Le Jayenge""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: movies like dilwale dulhania le jayenge
JSON:","{""similar_to"": ""Dilwale Dulhania Le Jayenge""}"
3714,bebo supernatural movie,"{""actor"": ""Kareena Kapoor"", ""genre"": ""Supernatural""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: bebo supernatural movie
JSON:","{""actor"": ""Kareena Kapoor"", ""genre"": ""Supernatural""}"
2061,mirzapur review,"{""query_type"": ""rating/review"", ""title"": ""Mirzapur""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: mirzapur review
JSON:","{""query_type"": ""rating/review"", ""title"": ""Mirzapur""}"
2220,family sci-fi movies 2018,"{""audience"": ""family"", ""genre"": ""Sci-Fi"", ""year"": 2018}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: family sci-fi movies 2018
JSON:","{""audience"": ""family"", ""genre"": ""Sci-Fi"", ""year"": 2018}"
1674,how is kgf,"{""query_type"": ""rating/review"", ""title"": ""KGF""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: how is kgf
JSON:","{""query_type"": ""rating/review"", ""title"": ""KGF""}"
261,classic Tamil movies,"{""language"": ""Tamil"", ""rating_type"": ""classic""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: classic Tamil movies
JSON:","{""language"": ""Tamil"", ""rating_type"": ""classic""}"
4418,nawaz wali panchayat,"{""actor"": ""Nawazuddin Siddiqui"", ""title"": ""Panchayat""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: nawaz wali panchayat
JSON:","{""actor"": ""Nawazuddin Siddiqui"", ""title"": ""Panchayat""}"
2040,rk crime 2025,"{""actor"": ""Ranbir Kapoor"", ""genre"": ""Crime"", ""year"": 2025}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: rk crime 2025
JSON:","{""actor"": ""Ranbir Kapoor"", ""genre"": ""Crime"", ""year"": 2025}"
902,sanjay bhansali all films,"{""director"": ""Sanjay Leela Bhansali""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: sanjay bhansali all films
JSON:","{""director"": ""Sanjay Leela Bhansali""}"
3745,blockbuster 2023 films,"{""rating_type"": ""blockbuster"", ""year"": 2023}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: blockbuster 2023 films
JSON:","{""rating_type"": ""blockbuster"", ""year"": 2023}"
2027,dips wali sardar udham,"{""actor"": ""Deepika Padukone"", ""title"": ""Sardar Udham""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: dips wali sardar udham
JSON:","{""actor"": ""Deepika Padukone"", ""title"": ""Sardar Udham""}"
1918,sardar udham review,"{""query_type"": ""rating/review"", ""title"": ""Sardar Udham""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: sardar udham review
JSON:","{""query_type"": ""rating/review"", ""title"": ""Sardar Udham""}"
1829,marathi action movies,"{""genre"": ""Action"", ""language"": ""Marathi""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: marathi action movies
JSON:","{""genre"": ""Action"", ""language"": ""Marathi""}"
1574,katrina new movie dobaaraa,"{""actor"": ""Katrina Kaif"", ""recency"": ""latest"", ""title"": ""Dobaaraa""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: katrina new movie dobaaraa
JSON:","{""actor"": ""Katrina Kaif"", ""recency"": ""latest"", ""title"": ""Dobaaraa""}"
4395,historical movies of vijay,"{""actor"": ""Vijay Deverakonda"", ""genre"": ""Historical""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: historical movies of vijay
JSON:","{""actor"": ""Vijay Deverakonda"", ""genre"": ""Historical""}"
4209,what are good drama films on YouTube,"{""genre"": ""Drama"", ""platform"": ""YouTube"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: what are good drama films on YouTube
JSON:","{""genre"": ""Drama"", ""platform"": ""YouTube"", ""rating_type"": ""top rated""}"
225,latest Telugu releases,"{""language"": ""Telugu"", ""recency"": ""latest""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: latest Telugu releases
JSON:","{""language"": ""Telugu"", ""recency"": ""latest""}"
724,movies with taapsee,"{""actor"": ""Taapsee Pannu""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: movies with taapsee
JSON:","{""actor"": ""Taapsee Pannu""}"
4486,dulquer ka an action hero,"{""actor"": ""Dulquer Salmaan"", ""title"": ""An Action Hero""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: dulquer ka an action hero
JSON:","{""actor"": ""Dulquer Salmaan"", ""title"": ""An Action Hero""}"
1142,top rated Bengali thriller,"{""genre"": ""Thriller"", ""language"": ""Bengali"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: top rated Bengali thriller
JSON:","{""genre"": ""Thriller"", ""language"": ""Bengali"", ""rating_type"": ""top rated""}"
2763,ayushmann ke saare movies,"{""actor"": ""Ayushmann Khurrana""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: ayushmann ke saare movies
JSON:","{""actor"": ""Ayushmann Khurrana""}"
